id,proveedor,fruta,cantidad_prog,unidad,fecha_programada,observaciones,estado,actualizado
,Yoffre Noguera ,MARACUYA-MP00014,13000.0,KG,2026-08-31 06:30,,Programada,2026-08-31 08:30:39
,Fruposa,GUAYABA-MP00003,4000.0,KG,2026-08-31 10:00,,Programada,2026-08-31 08:30:39
