id,proveedor,fruta,cantidad_prog,unidad,fecha_programada,observaciones,estado,actualizado
,Yoffre  Noguera ,MARACUYA-MP00014,13000.0,KG,2026-09-21 06:30,,Programada,2026-09-21 05:00:42
,CampoVivo,MARACUYA-MP00014,900.0,KG,2026-09-21 07:00,viene con la carga del proveedor  Noguera ,Programada,2026-09-21 05:00:42
,Guanabana  Big,MOTA GUANÁBANA-MP00028,6500.0,KG,2026-09-21 13:00,,Programada,2026-09-21 05:00:42
