check_name,check_title,quality_state,punto_control,plantilla,productos,picking,origen_doc,fecha_programada,produccion,partner,responsable,equipo,fecha_asignacion,actualizado
QC01024,Ingreso de Materia Prima,Aprobado,QCP00001,LIBERACIÓN DE MATERIA PRIMA,[MP00003] GUAYABA,BDG/IN/00544,P00536,2026-07-09,,AGUILAR CHUGA CRISTOPHER ALEXANDER,JOHN MICHAEL GUANOCHANGA MONTATIXE,EQUIPO DE CALIDAD - HEALTHY FOOD,2026-07-09 12:32,2026-07-09 20:00:32
QC01021,Salida de Productos,Aprobado,QCP00003,LIBERACIÓN DE PRODUCTO TERMINADO,[PULP005] PULPA DE NARANJILLA 16 KG | [PULP017] PULPA DE MORA 16 KG | [PULP016] PULPA DE FRESA 16 KG,PDT/OUT/00077,S00118,2026-07-09,,ECUAJUGOS SA,JOHN MICHAEL GUANOCHANGA MONTATIXE,EQUIPO DE CALIDAD - HEALTHY FOOD,2026-07-09 10:03,2026-07-09 20:00:32
QC01022,Salida de Productos,Aprobado,QCP00003,LIBERACIÓN DE PRODUCTO TERMINADO,[PULP005] PULPA DE NARANJILLA 16 KG | [PULP017] PULPA DE MORA 16 KG | [PULP016] PULPA DE FRESA 16 KG,PDT/OUT/00077,S00118,2026-07-09,,ECUAJUGOS SA,JOHN MICHAEL GUANOCHANGA MONTATIXE,EQUIPO DE CALIDAD - HEALTHY FOOD,2026-07-09 10:03,2026-07-09 20:00:32
QC01023,Salida de Productos,Aprobado,QCP00003,LIBERACIÓN DE PRODUCTO TERMINADO,[PULP005] PULPA DE NARANJILLA 16 KG | [PULP017] PULPA DE MORA 16 KG | [PULP016] PULPA DE FRESA 16 KG,PDT/OUT/00077,S00118,2026-07-09,,ECUAJUGOS SA,JOHN MICHAEL GUANOCHANGA MONTATIXE,EQUIPO DE CALIDAD - HEALTHY FOOD,2026-07-09 10:03,2026-07-09 20:00:32
QC00957,Ingreso de Insumos,Pendiente,QCP00004,LIBERACIÓN DE INSUMOS,[FUN207] FUNDA GOYA USA PULPA DE PAPAYA,BDG/IN/00513,P00121,2026-07-02,,MILANPLASTIC S A,,EQUIPO DE CALIDAD - HEALTHY FOOD,2026-07-03 11:32,2026-07-09 20:00:32
QC00958,Ingreso de Insumos,Pendiente,QCP00004,LIBERACIÓN DE INSUMOS,[CAJ403] CAJA EVOKE HORECA 10 KG | [CAJ401] CAJA EVOKE PULPAS 3 KG | [CAJ402] CAJA EVOKE FRUTAS 3 KG,BDG/IN/00514,P00504,2026-07-15,,Corrugadora Nacional Cransa S.A.,,EQUIPO DE CALIDAD - HEALTHY FOOD,2026-07-03 16:03,2026-07-09 20:00:32
QC00995,Ingreso de Insumos,Pendiente,QCP00004,LIBERACIÓN DE INSUMOS,"[ETI002] ETIQUETA ADHESIVA BLANCA 3X8 CM | [ETI009] ETIQUETA ADHESIVA VERDE 10X29,55 CM",BDG/IN/00522,P00512,2026-07-02,,MOVERPRINT CIA. LTDA.,,EQUIPO DE CALIDAD - HEALTHY FOOD,2026-07-07 11:08,2026-07-09 20:00:32
QC00997,Ingreso de Insumos,Pendiente,QCP00004,LIBERACIÓN DE INSUMOS,[CIN003] CINTA DE EMBALAJE TRANSP 48X1000 YD,BDG/IN/00526,P00516,2026-07-13,,Compania Nacional de Plasticos Conaplas S.A.,,EQUIPO DE CALIDAD - HEALTHY FOOD,2026-07-07 11:26,2026-07-09 20:00:32
QC00999,Ingreso de Insumos,Pendiente,QCP00004,LIBERACIÓN DE INSUMOS,[INS019] LAMINA SEPARADORA | [CAJ001] CAJA MASTER HF X 10 KG,BDG/IN/00529,P00518,2026-07-20,,Corrugadora Nacional Cransa S.A.,,EQUIPO DE CALIDAD - HEALTHY FOOD,2026-07-07 11:35,2026-07-09 20:00:32
QC01000,Ingreso de Insumos,Pendiente,QCP00004,LIBERACIÓN DE INSUMOS,[PAL0003] PALLET EUROPEO DE MADERA 80X120 CM | [PAL0002] PALLET ESTANDAR DE MADERA 100X120 CM,BDG/IN/00533,P00522,2026-07-24,,GRUPO DYMAP SCC.,,EQUIPO DE CALIDAD - HEALTHY FOOD,2026-07-07 11:45,2026-07-09 20:00:32
QC01005,Ingreso de Insumos,Pendiente,QCP00004,LIBERACIÓN DE INSUMOS,[AMA001] AMARRA PLASTICA PEQUEÑA ,BDG/IN/00535,P00524,2026-07-02,,TACO ALMEIDA JUAN FRANCISCO,,EQUIPO DE CALIDAD - HEALTHY FOOD,2026-07-07 12:09,2026-07-09 20:00:32
QC01025,Ingreso de Insumos,Pendiente,QCP00004,LIBERACIÓN DE INSUMOS,[ROL202] ROLLO FUNDA GOYA USA PULPA DE GUAYABA 12X14 OZ,BDG/IN/00252,P00250,2026-05-22,,MILANPLASTIC S A,,EQUIPO DE CALIDAD - HEALTHY FOOD,2026-07-09 12:33,2026-07-09 20:00:32
