id,proveedor,fruta,cantidad_prog,unidad,fecha_programada,observaciones,estado,actualizado
,Fruposa,GUAYABA-MP00003,2500.0,KG,2026-09-07 11:00,,Programada,2026-09-07 15:00:36
,Cristofer Aguilar  ,GUAYABA-MP00003,4000.0,KG,2026-09-07 14:30,,Programada,2026-09-07 15:00:36
