check_name,check_title,quality_state,punto_control,plantilla,productos,picking,origen_doc,fecha_programada,produccion,partner,responsable,equipo,fecha_asignacion,actualizado
QC01799,Fabricación de Productos,Pendiente,QCP00002,LIBERACIÓN DE PRODUCTO EN PROCESO,[SALS007] SALSA DE CHOCOLATE 1 KG,SEM/SFP/01315,SEM/MO/01412,2026-09-08,,,,EQUIPO DE CALIDAD - HEALTHY FOOD,2026-09-08 13:06,2026-09-09 10:00:38
QC01800,Fabricación de Productos,Pendiente,QCP00002,LIBERACIÓN DE PRODUCTO EN PROCESO,[PULP020] PULPA DE MORA 14KG,SEM/SFP/01316,SEM/MO/01424,2026-09-08,,,,EQUIPO DE CALIDAD - HEALTHY FOOD,2026-09-08 13:15,2026-09-09 10:00:38
QC01803,Fabricación de Productos,Pendiente,QCP00002,LIBERACIÓN DE PRODUCTO EN PROCESO,[PTEXP019] Pulpa Lulo America x 250 gr (CAJAS 10 UDS),SEM/SFP/01317,SEM/MO/01408,2026-09-08,,,,EQUIPO DE CALIDAD - HEALTHY FOOD,2026-09-08 16:32,2026-09-09 10:00:38
QC01805,Fabricación de Productos,Pendiente,QCP00002,LIBERACIÓN DE PRODUCTO EN PROCESO,[PTEXP015] Pulpa Maracuyá America x 250 gr (CAJAS 10 UDS),SEM/SFP/01318,SEM/MO/01423,2026-09-08,,,,EQUIPO DE CALIDAD - HEALTHY FOOD,2026-09-08 16:36,2026-09-09 10:00:38
QC01806,Fabricación de Productos,Pendiente,QCP00002,LIBERACIÓN DE PRODUCTO EN PROCESO,[PTEXP019] Pulpa Lulo America x 250 gr (CAJAS 10 UDS),SEM/SFP/01319,SEM/MO/01422,2026-09-08,,,,EQUIPO DE CALIDAD - HEALTHY FOOD,2026-09-08 16:40,2026-09-09 10:00:38
QC01807,Fabricación de Productos,Pendiente,QCP00002,LIBERACIÓN DE PRODUCTO EN PROCESO,[PTEXP014] Maracuyá C/ Pepas x 500 gr (CAJAS 10 UDS),SEM/SFP/01320,SEM/MO/01429,2026-09-08,,,,EQUIPO DE CALIDAD - HEALTHY FOOD,2026-09-08 16:45,2026-09-09 10:00:38
QC01808,Fabricación de Productos,Pendiente,QCP00002,LIBERACIÓN DE PRODUCTO EN PROCESO,[PTEXP014] Maracuyá C/ Pepas x 500 gr (CAJAS 10 UDS),SEM/SFP/01321,SEM/MO/01430,2026-09-08,,,,EQUIPO DE CALIDAD - HEALTHY FOOD,2026-09-08 16:51,2026-09-09 10:00:38
QC01809,Fabricación de Productos,Pendiente,QCP00002,LIBERACIÓN DE PRODUCTO EN PROCESO,[PTEXP015] Pulpa Maracuyá America x 250 gr (CAJAS 10 UDS),SEM/SFP/01322,SEM/MO/01431,2026-09-08,,,,EQUIPO DE CALIDAD - HEALTHY FOOD,2026-09-08 16:54,2026-09-09 10:00:38
QC01810,Fabricación de Productos,Pendiente,QCP00002,LIBERACIÓN DE PRODUCTO EN PROCESO,[PTEXP021] Tomate Arbol Congelado América x 500gr (Cajas de 12 uds),SEM/SFP/01323,SEM/MO/01432,2026-09-08,,,,EQUIPO DE CALIDAD - HEALTHY FOOD,2026-09-08 16:58,2026-09-09 10:00:38
QC01811,Fabricación de Productos,Pendiente,QCP00002,LIBERACIÓN DE PRODUCTO EN PROCESO,[TOPP009] TOPPING DE DURAZNO 8 KG,SEM/SFP/01326,SEM/MO/01420,2026-09-08,,,,EQUIPO DE CALIDAD - HEALTHY FOOD,2026-09-08 17:30,2026-09-09 10:00:38
