check_name,check_title,quality_state,punto_control,plantilla,productos,picking,origen_doc,fecha_programada,produccion,partner,responsable,equipo,fecha_asignacion,actualizado
QC01481,Ingreso de Materia Prima,Pendiente,QCP00001,LIBERACIÓN DE MATERIA PRIMA,[MP00028] MOTA GUANABANA,BDG/IN/00777,P00746,2026-08-19,,DIAZ LALANGUI PEDRO FRANCISCO,,EQUIPO DE CALIDAD - HEALTHY FOOD,2026-08-19 14:36,2026-08-21 05:30:30
QC01488,Ingreso de Materia Prima,Pendiente,QCP00001,LIBERACIÓN DE MATERIA PRIMA,[MP00007] FRUTILLA,BDG/IN/00778,P00747,2026-08-20,,CAISALITIN NAULA DARWIN PATRICIO,,EQUIPO DE CALIDAD - HEALTHY FOOD,2026-08-20 08:43,2026-08-21 05:30:30
QC01489,Ingreso de Materia Prima,Pendiente,QCP00001,LIBERACIÓN DE MATERIA PRIMA,[MP00007] FRUTILLA,BDG/IN/00779,P00748,2026-08-20,,LAGUAQUIZA SANGUCHO SERGIO PAUL,,EQUIPO DE CALIDAD - HEALTHY FOOD,2026-08-20 08:44,2026-08-21 05:30:30
QC01490,Ingreso de Materia Prima,Pendiente,QCP00001,LIBERACIÓN DE MATERIA PRIMA,[MP00007] FRUTILLA,BDG/IN/00780,P00749,2026-08-20,,LLUGLLUNA CAIZA JOSE MIGUEL,,EQUIPO DE CALIDAD - HEALTHY FOOD,2026-08-20 08:44,2026-08-21 05:30:30
QC01500,Ingreso de Materia Prima,Pendiente,QCP00001,LIBERACIÓN DE MATERIA PRIMA,[MP00003] GUAYABA,BDG/IN/00781,P00750,2026-08-20,,AGUILAR CHUGA CRISTOPHER ALEXANDER,,EQUIPO DE CALIDAD - HEALTHY FOOD,2026-08-20 10:49,2026-08-21 05:30:30
QC01515,Fabricación de Productos,Pendiente,QCP00002,LIBERACIÓN DE PRODUCTO EN PROCESO,[PTEXP012] Pulpa Mango America x 250 gr (CAJAS 10 UDS),SEM/SFP/01131,SEM/MO/01227,2026-08-20,,,,EQUIPO DE CALIDAD - HEALTHY FOOD,2026-08-20 17:15,2026-08-21 05:30:30
QC01516,Fabricación de Productos,Pendiente,QCP00002,LIBERACIÓN DE PRODUCTO EN PROCESO,[SALS006] SALSA DE FRESA EDULCORADA 15 KG,SEM/SFP/01133,SEM/MO/01207,2026-08-20,,,,EQUIPO DE CALIDAD - HEALTHY FOOD,2026-08-20 18:23,2026-08-21 05:30:30
QC01514,Salida de Productos,Pendiente,QCP00003,LIBERACIÓN DE PRODUCTO TERMINADO,[PTEXP005] BLACKBERRY PULP 12 X 14 OZ | [PTEXP003] NARANJILLA PULP 12 X 14 OZ | [PTEXP004] GUAVA PULP 12 X 14 OZ | [PTEXP002] SOURSOP PULP 12 X 14 OZ | [PTEXP006] TAMARILLO PULP 12 X 14 OZ | [PTEXP007] PASSION FRUIT PULP 12 X 14 OZ | [PTEXP009] PINEAPPLE PULP 12 X 14 OZ | [PTEXP001] MANGO PULP 12 X 14 OZ,PDT/OUT/00013,"S00020,PDT/PICK/00206",2026-04-21,,,,EQUIPO DE CALIDAD - HEALTHY FOOD,2026-08-20 16:51,2026-08-21 05:30:30
QC01464,Ingreso de Insumos,Pendiente,QCP00004,LIBERACIÓN DE INSUMOS,[ROL205] ROLLO FUNDA GOYA USA PULPA DE MARACUYA 12X14 OZ | [FUN204] FUNDA GOYA USA PULPA DE MANGO,BDG/IN/00762,P00404,2026-08-24,,MILANPLASTIC S A,,EQUIPO DE CALIDAD - HEALTHY FOOD,2026-08-17 16:16,2026-08-21 05:30:30
QC01465,Ingreso de Insumos,Pendiente,QCP00004,LIBERACIÓN DE INSUMOS,[ROL205] ROLLO FUNDA GOYA USA PULPA DE MARACUYA 12X14 OZ | [FUN204] FUNDA GOYA USA PULPA DE MANGO,BDG/IN/00762,P00404,2026-08-24,,MILANPLASTIC S A,,EQUIPO DE CALIDAD - HEALTHY FOOD,2026-08-17 16:16,2026-08-21 05:30:30
QC01468,Ingreso de Insumos,Pendiente,QCP00004,LIBERACIÓN DE INSUMOS,[FUN202] FUNDA GOYA USA PULPA DE GUAYABA,BDG/IN/00764,P00402,2026-07-27,,MILANPLASTIC S A,,EQUIPO DE CALIDAD - HEALTHY FOOD,2026-08-17 16:27,2026-08-21 05:30:30
