id,proveedor,fruta,cantidad_prog,unidad,fecha_programada,observaciones,estado,actualizado
,Yoffre Noguera ,MARACUYA-MP00014,7000.0,KG,2026-07-20 10:00,,Programada,2026-07-20 15:00:35
,Fripa ,MOTA GUANÁBANA-MP00028,2000.0,KG,2026-07-20 15:00,,Programada,2026-07-20 15:00:35
