id,proveedor,fruta,cantidad_prog,unidad,fecha_programada,observaciones,estado,actualizado
,Yoffre Noguera ,MARACUYA-MP00014,10000.0,KG,2026-08-24 06:30,,Programada,2026-08-24 12:30:32
,Guanabana Big ,MOTA GUANÁBANA-MP00028,9000.0,KG,2026-08-24 10:30,,Programada,2026-08-24 12:30:32
